Case Number,Location,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
16/02618/HMOADS,28 Cowley Road Oxford Oxfordshire OX4 1HZ,4,4,24-Jun-16,24-Jun-18
17/01267/HMOLIC,21 East Avenue Oxford Oxfordshire OX4 1XP,7,7,25-Jun-17,24-Jun-18
17/01357/HMOADL,52 Cowley Road Oxford Oxfordshire OX4 1HZ,5,,26-Jun-17,25-Jun-18
17/01356/HMOADL,52 Windmill Road Oxford Oxfordshire OX3 7BX,5,,26-Jun-17,25-Jun-18
16/06160/HMOADL,24 Oliver Road Oxford Oxfordshire OX4 2JF,5,3,26-Jun-17,25-Jun-18
16/02625/HMOLIC,42 Divinity Road Oxford Oxfordshire OX4 1LJ,5,,25-Jun-16,25-Jun-18
16/02633/HMOLIC,6 Arlington Drive Oxford Oxfordshire OX3 0SH,5,4,25-Jun-16,25-Jun-18
17/01309/HMOADS,5 Marston Road Oxford Oxfordshire OX4 1FN,3,,26-Jun-17,25-Jun-18
16/02479/HMOADS,16 Shelley Road Oxford OX4 3EA,4,4,26-Jun-16,26-Jun-18
16/02655/HMOADL,26 Cardinal Close Oxford Oxfordshire OX4 3UE,6,3,26-Jun-16,26-Jun-18
16/02928/HMOLIC,14 Stephen Road Oxford Oxfordshire OX3 9AY,6,5,08-Jul-16,26-Jun-18
17/01376/HMOADL,14 East Field Close Oxford Oxfordshire OX3 7SH,4,4,27-Jun-17,26-Jun-18
17/01306/HMOADS,15 Marston Road Oxford Oxfordshire OX4 1FN,3,,27-Jun-17,26-Jun-18
16/02284/HMOLIC,27 Cavendish Road Oxford Oxfordshire OX2 7TN,5,5,27-Jun-16,26-Jun-18
16/02827/HMOADS,Flat G 217 Cowley Road Oxford Oxfordshire OX4 1XG,3,3,26-Jun-16,26-Jun-18
17/01596/HMOADL,8 Havelock Road Oxford Oxfordshire OX4 3EP,5,,27-Jun-17,26-Jun-18
16/03211/HMOLIC,77 St Clement's Street Oxford Oxfordshire OX4 1AW,6,5,08-Jul-16,27-Jun-18
17/01606/HMOADL,3 Westbury Crescent Oxford Oxfordshire OX4 3RZ,5,,28-Jun-17,27-Jun-18
16/03052/HMOADS,57 Grays Road Oxford Oxfordshire OX3 7PZ,4,4,08-Jul-17,27-Jun-18
17/01551/HMOADS,1 Derwent Avenue Oxford Oxfordshire,3,,28-Jun-17,27-Jun-18
16/03048/HMOADS,4 Combe Road Oxford Oxfordshire OX2 6BL,3,3,08-Jul-16,27-Jun-18
16/05016/HMOADS,24 John Buchan Road Oxford Oxfordshire OX3 9QN,5,5,27-Nov-16,27-Jun-18
17/01603/HMOADS,76 Bulan Road Oxford Oxfordshire OX3 7HT,4,,28-Jun-17,27-Jun-18
16/02666/HMOADL,1 Lytton Road Oxford Oxfordshire OX4 3PB,5,,27-Jun-16,27-Jun-18
17/01458/HMOADL,56 Ambleside Drive Oxford Oxfordshire OX3 0AH,8,5,28-Jun-17,27-Jun-18
17/01291/HMOLIC,102 Bullingdon Road Oxford Oxfordshire OX4 1QN,6,6,28-Jun-17,27-Jun-18
16/03069/HMOADS,11 Stockmore Street Oxford Oxfordshire OX4 1JT,4,,10-Jul-16,28-Jun-18
17/01184/HMOADL,2 Combe Road Oxford Oxfordshire OX2 6BL,3,3,29-Jun-17,28-Jun-18
16/02502/HMOADL,59 Wytham Street Oxford Oxfordshire OX1 4TR,5,,28-Jun-16,28-Jun-18
16/03112/HMOADL,40 Boulter Street Oxford Oxfordshire OX4 1AX,4,4,15-Jul-16,28-Jun-18
16/03095/HMOADL,1 St Mary's Road Oxford Oxfordshire OX4 1PX,6,,14-Jul-16,28-Jun-18
16/03087/HMOLIC,25 St Mary's Road Oxford Oxfordshire OX4 1PY,6,6,13-Jul-16,28-Jun-18
16/03065/HMOADS,75 St Mary's Road Oxford Oxfordshire OX4 1QD,5,,10-Jul-16,28-Jun-18
16/03042/HMOLIC,55 Divinity Road Oxford OX4 1LH,8,5,11-Jul-16,28-Jun-18
16/02723/HMOADL,26 Benson Road Oxford Oxfordshire OX3 7EH,5,,04-Jul-16,28-Jun-18
17/01631/HMOADL,345 Iffley Road Oxford Oxfordshire OX4 4DP,5,,29-Jun-17,28-Jun-18
17/01375/HMOADS,18 Buckler Road Oxford Oxfordshire OX2 7TE,4,,27-Jun-17,28-Jun-18
17/02297/HMOLIC,51 Ridgefield Road Oxford Oxfordshire OX4 3BX,7,,30-Jun-17,29-Jun-18
16/01844/HMOADS,74 The Heyes Gloucester Green Oxford Oxfordshire OX1 2BU,3,3,29-Jun-16,29-Jun-18
16/02333/HMOLIC,25 James Street Oxford Oxfordshire OX4 1ET,6,6,29-Jun-16,29-Jun-18
17/01630/HMOADS,45 Bullingdon Road Oxford Oxfordshire OX4 1QJ,5,,01-Jul-17,30-Jun-18
16/02291/HMOADL,5 Valentia Road Oxford Oxfordshire OX3 7PN,4,4,30-Jun-16,30-Jun-18
17/01506/HMOADL,14 Milton Road Oxford Oxfordshire OX4 3EF,6,,01-Jul-17,30-Jun-18
16/04642/HMOADL,95 Gipsy Lane Oxford Oxfordshire OX3 7PU,5,5,30-Oct-16,30-Jun-18
16/02796/HMOADL,16 Windmill Road Headington Oxford OX3 7BX,4,,30-Jun-16,30-Jun-18
16/02293/HMOADL,Top Flat 10 Marston Street Oxford Oxfordshire OX4 1JU,4,4,01-Jul-16,01-Jul-18
16/02306/HMOADL,84A Cowley Road Oxford Oxfordshire OX4 1JB,4,,01-Jul-16,01-Jul-18
17/01811/HMOADL,31 Old Road Headington Oxford Oxfordshire OX3 7JY,5,,02-Jul-17,01-Jul-18
17/01810/HMOADL,52 Valentia Road Oxford Oxfordshire OX3 7PL,4,,30-Jun-17,01-Jul-18
17/02173/HMOADL,57 Dashwood Road Oxford Oxfordshire OX4 4SH,15,,02-Jul-17,01-Jul-18
17/01920/HMOADL,84 Warwick Street Oxford Oxfordshire OX4 1SY,5,,02-Jul-17,01-Jul-18
17/01738/HMOADL,64 Weldon Road Oxford Oxfordshire OX3 0HP,5,5,02-Jul-17,01-Jul-18
16/02209/HMOADS,51 Venneit Close Oxford Oxfordshire OX1 1HY,3,,01-Jul-16,01-Jul-18
16/02846/HMOADL,123 Ridgefield Road Oxford Oxfordshire OX4 3BY,5,5,01-Jul-16,01-Jul-18
16/02743/HMOADL,41 Glanville Road Oxford Oxfordshire OX4 2DD,6,6,01-Jul-16,01-Jul-18
17/02363/HMOADL,3 Hill View Road Oxford OX2 0DA,4,,03-Jul-17,02-Jul-18
17/01771/HMOADS,38 Southfield Road Oxford OX4 1NZ,4,4,03-Jul-17,02-Jul-18
16/06158/HMOADS,2 Minster Road Oxford Oxfordshire OX4 1LX,4,3,03-Jul-17,02-Jul-18
17/01651/HMOADS,32 St Anne's Road Oxford Oxfordshire OX3 8NL,3,,03-Jul-17,02-Jul-18
16/02494/HMOADL,246 Cowley Road Oxford Oxfordshire OX4 1UH,5,5,04-Jul-17,03-Jul-18
16/02722/HMOADL,60 Hugh Allen Crescent Oxford Oxfordshire OX3 0HN,5,5,04-Jul-16,03-Jul-18
16/02298/HMOADS,5 Bowness Avenue Oxford Oxfordshire OX3 0AJ,4,4,03-Jul-16,03-Jul-18
16/05416/HMOADS,15 Charles Street Oxford Oxfordshire OX4 3AU,4,,03-Jan-17,03-Jul-18
16/03131/HMOLIC,9 Glebe Street Oxford Oxfordshire OX4 1DQ,5,5,16-Jul-16,04-Jul-18
16/04141/HMOLIC,63 Iffley Road Oxford Oxfordshire OX4 1EF,6,,04-Oct-16,04-Jul-18
16/03439/HMOADL,5 Princes Street Oxford Oxfordshire OX4 1DD,6,6,05-Jul-17,04-Jul-18
16/03120/HMOADL,21 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,5,5,16-Jul-16,04-Jul-18
16/03195/HMOADL,143 Headley Way Oxford Oxfordshire OX3 7SS,5,,21-Jul-17,04-Jul-18
16/03407/HMOADS,14 Church Hill Road Oxford OX4 3SE,4,,05-Jul-17,04-Jul-18
17/01815/HMOADL,9 Radcliffe Road Oxford Oxfordshire OX4 4BX,5,,05-Jul-17,04-Jul-18
16/03152/HMOADS,22 Norton Close Oxford Oxfordshire OX3 7BQ,4,4,19-Jul-16,04-Jul-18
16/03438/HMOLIC,148A Cowley Road Oxford Oxfordshire OX4 1JJ,6,,08-Aug-16,04-Jul-18
16/03204/HMOADS,12 Crotch Crescent Oxford Oxfordshire OX3 0JJ,4,,21-Jul-16,04-Jul-18
16/02852/HMOADS,19 Cavendish Drive Oxford Marston Oxfordshire OX3 0SD,10,7,19-Jul-16,04-Jul-18
16/03285/HMOADS,63 Crotch Crescent Oxford Oxfordshire OX3 0JL,6,,22-Jul-16,04-Jul-18
17/04191/HMOLIC,49 The Grates Oxford Oxfordshire OX4 3LJ,6,6,05-Jul-17,04-Jul-18
17/01271/HMOADL,150 Divinity Road Oxford Oxfordshire OX4 1LR,5,,05-Jul-17,04-Jul-18
17/00848/HMOADS,78 Abingdon Road Oxford Oxfordshire OX1 4PL,4,,05-Jul-17,04-Jul-18
17/00642/HMOADS,58 Napier Road Oxford Oxfordshire OX4 3JA,4,,06-Jul-17,05-Jul-18
16/03409/HMOLIC,115 Staunton Road Oxford Oxfordshire OX3 7TR,5,5,06-Jul-17,05-Jul-18
16/04265/HMOLIC,8 Stanley Road Oxford Oxfordshire OX4 1QZ,8,8,14-Oct-16,05-Jul-18
17/00571/HMOADS,118 Crescent Road Oxford Oxfordshire OX4 2PD,3,,06-Jul-17,05-Jul-18
16/03424/HMOLIC,117 Staunton Road Oxford Oxfordshire OX3 7TR,5,6,07-Jul-17,06-Jul-18
17/01697/HMOADS,33 Bodley Road Oxford Oxfordshire OX4 3UB,4,,07-Jul-17,06-Jul-18
17/01140/HMOADS,24 Cowley Road Oxford Oxfordshire OX4 1HZ,4,4,07-Jul-17,06-Jul-18
17/01779/HMOLIC,72 Botley Road Oxford Oxfordshire OX2 0BU,5,,07-Jul-17,06-Jul-18
16/03445/HMOADS,297A Iffley Road Oxford Oxfordshire OX4 4AG,3,,07-Jul-17,06-Jul-18
16/02956/HMOADL,2 Morris Crescent Oxford Oxfordshire OX4 3ED,5,,06-Jul-16,06-Jul-18
17/01836/HMOADS,26 Rectory Road Oxford Oxfordshire OX4 1BU,3,3,07-Jul-17,06-Jul-18
16/03449/HMOADL,3 Cumberland Road Oxford Oxfordshire OX4 2BZ,5,5,07-Jul-17,06-Jul-18
17/01793/HMOADS,48 Grays Road Oxford Oxfordshire OX3 7PY,4,,07-Jul-17,06-Jul-18
16/04178/HMOADS,3 Cricket Road Oxford Oxfordshire OX4 3DG,5,4,07-Oct-16,07-Jul-18
16/03910/HMOADL,351A Cowley Road Oxford Oxfordshire,5,,12-Sep-16,07-Jul-18
16/03303/HMOADL,94 St Mary's Road Oxford Oxfordshire OX4 1QD,5,,23-Jun-17,07-Jul-18
16/02315/HMOADL,16 Morrell Avenue Oxford Oxfordshire OX4 1NE,5,5,07-Jul-16,07-Jul-18
16/03282/HMOADL,61 Catherine Street Oxford Oxfordshire OX4 3AH,5,5,25-Jul-16,07-Jul-18
16/04174/HMOADS,24 Wilkins Road Oxford Oxfordshire OX4 2HX,4,4,07-Oct-16,07-Jul-18
16/02979/HMOLIC,44 Reliance Way Oxford Oxfordshire OX4 2FU,6,6,08-Jul-16,08-Jul-18
16/05078/HMOADS,135 Magdalen Road Oxford Oxfordshire OX4 1RJ,4,4,08-Jul-16,08-Jul-18
16/03169/HMOADS,3 Glanville Road Oxford Oxfordshire OX4 2DB,4,4,10-Jul-17,09-Jul-18
16/03860/HMOADL,104 Bulan Road Oxford Oxfordshire OX3 7HX,5,5,09-Sep-16,09-Jul-18
16/02316/HMOADS,1 Kenilworth Avenue Oxford Oxfordshire OX4 2AW,4,,09-Jul-16,09-Jul-18
16/03053/HMOADS,8 Belvedere Road Oxford Oxfordshire OX4 2AZ,4,4,10-Jul-16,09-Jul-18
17/01561/HMOADL,50 Bulan Road Oxford Oxfordshire OX3 7HT,6,,11-Jul-17,10-Jul-18
17/00595/HMOLIC,97 Bullingdon Road Oxford Oxfordshire OX4 1QN,6,6,16-Apr-17,10-Jul-18
17/00590/HMOADL,138A Oxford Road Cowley Oxford Oxfordshire OX4 2DU,4,4,11-Jul-17,10-Jul-18
16/01953/HMOADS,18 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,11-Jul-17,10-Jul-18
16/03335/HMOADL,40 Thames View Road Oxford Oxfordshire OX4 4TG,5,,21-Aug-16,11-Jul-18
16/03443/HMOADS,33 Jeune Street Oxford Oxfordshire OX4 1BN,4,4,12-Jul-17,11-Jul-18
16/03207/HMOADS,1 Princes Street Oxford Oxfordshire OX4 1DD,4,4,12-Jul-17,11-Jul-18
16/03175/HMOADS,7 Windsor Street Oxford Headington Oxfordshire OX3 7AP,4,4,12-Jul-17,11-Jul-18
16/05171/HMOADL,4 Crown Street Oxford Oxfordshire OX4 1QG,5,5,11-Dec-16,11-Jul-18
16/03484/HMOADL,9 Hurst Street Oxford Oxfordshire OX4 1EZ,5,5,12-Jul-17,11-Jul-18
16/02326/HMOLIC,199 Cowley Road Oxford Oxfordshire OX4 1XA,6,6,11-Jul-16,11-Jul-18
17/01708/HMOLIC,28 Watlington Road Cowley Oxford Oxfordshire OX4 6SS,7,,12-Jul-17,11-Jul-18
16/05167/HMOADL,42 Benson Road Oxford Oxfordshire OX3 7EH,6,6,11-Dec-16,11-Jul-18
17/01881/HMOADS,130 Dene Road Oxford Oxfordshire OX3 7EG,4,,12-Jul-17,11-Jul-18
17/01882/HMOADL,59 Dashwood Road Oxford Oxfordshire OX4 4SH,11,,12-Jul-17,11-Jul-18
16/03592/HMOADL,283 Marston Road Oxford Oxfordshire OX3 0EW,5,6,20-Aug-16,11-Jul-18
16/02318/HMOADL,61 Cherwell Drive Oxford Oxfordshire OX3 0ND,5,5,11-Jul-16,11-Jul-18
17/02568/HMOLIC,182 Woodstock Road Oxford Oxfordshire OX2 7NG,10,,13-Jul-17,12-Jul-18
16/03609/HMOADS,71 St Clement's Street Oxford Oxfordshire OX4 1AH,4,,13-Jul-17,12-Jul-18
16/03254/HMOLIC,326 Cowley Road Oxford Oxfordshire OX4 2AG,6,6,22-Jul-16,12-Jul-18
16/02485/HMOADS,2 Chester Street Oxford OX4 1SL,4,4,26-Jun-16,12-Jul-18
17/01932/HMOLIC,10 Old Marston Road Oxford Oxfordshire OX3 0JP,6,,11-Jul-17,12-Jul-18
16/03176/HMOADL,28 Oatlands Road Oxford Oxfordshire OX2 0ET,4,4,13-Jul-17,12-Jul-18
17/01954/HMOADL,109 Rose Hill Oxford OX4 4HT,6,6,13-Jul-17,12-Jul-18
16/03444/HMOADS,16 Crown Street Oxford Oxfordshire OX4 1QG,4,4,13-Jul-17,12-Jul-18
16/03453/HMOADS,33 Glebelands Oxford Oxfordshire OX3 7EN,4,,13-Jul-17,12-Jul-18
17/01894/HMOADL,49 Rymers Lane Oxford Oxfordshire OX4 3JX,7,,14-Jul-17,13-Jul-18
16/02323/HMOLIC,3 Stockmore Street Oxford Oxfordshire OX4 1JT,6,6,13-Jul-16,13-Jul-18
16/06169/HMOADS,4 Broad Oak Oxford Oxfordshire OX3 8TS,3,,14-Jul-17,13-Jul-18
16/03622/HMOADL,166 Cricket Road Oxford Oxfordshire OX4 3DN,5,5,21-Aug-16,13-Jul-18
16/03590/HMOADL,126B Oxford Road Cowley Oxford Oxfordshire OX4 2DU,4,,19-Aug-16,13-Jul-18
17/01936/HMOADS,Flat 2 Oakthorpe Mansions 205 Banbury Road Oxford Oxfordshire OX2 7HG,3,,15-Jul-17,14-Jul-18
17/01916/HMOADS,67 Headley Way Oxford Oxfordshire OX3 7SR,4,,15-Jul-17,14-Jul-18
17/01956/HMOADS,2 Oxford Road Cowley Oxford Oxfordshire,4,,13-Jul-17,14-Jul-18
17/02003/HMOADS,8 The Willows Oxford Oxfordshire OX3 9FE,5,,13-Jul-17,14-Jul-18
16/05583/HMOADL,91 St Mary's Road Oxford Oxfordshire OX4 1QD,4,4,14-Jan-17,14-Jul-18
17/02032/HMOADL,14 Glanville Road Oxford Oxfordshire OX4 2DD,8,5,15-Jul-17,14-Jul-18
16/02199/HMOLIC,16 Drove Acre Road Oxford OX4 3DF,10,10,14-Jul-16,14-Jul-18
16/03099/HMOADS,37 Essex Street Oxford Oxfordshire OX4 3AW,4,,14-Jul-16,14-Jul-18
17/01620/HMOADL,11 Oliver Road Oxford Oxfordshire OX4 2JQ,5,5,16-Jul-17,15-Jul-18
17/01663/HMOLIC,43A St Clement's Street Oxford Oxfordshire OX4 1AG,6,6,16-Jul-17,15-Jul-18
17/01773/HMOADL,33 Franklin Road Oxford Oxfordshire OX3 7SB,5,,16-Jul-17,15-Jul-18
15/01748/HMOADL,18 James Street Oxford Oxfordshire OX4 1ET,5,,17-Jul-17,16-Jul-18
17/04236/HMOLIC,15 Salegate Lane Oxford Oxfordshire OX4 2HQ,5,5,12-Oct-17,16-Jul-18
16/03128/HMOADS,1 Liddell Road Oxford Oxfordshire OX4 3QT,5,5,16-Jul-16,16-Jul-18
16/03118/HMOADS,2A Courtland Road Oxford Oxfordshire OX4 4JA,4,,17-Jul-16,16-Jul-18
17/02100/HMOLIC,333 Cowley Road Oxford Oxford OX4 2BP,8,9,17-Jul-17,16-Jul-18
16/02243/HMOADL,60 St Mary's Road Oxford Oxfordshire OX4 1PZ,5,5,16-Jul-16,16-Jul-18
16/02748/HMOADS,62 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,16-Jul-16,16-Jul-18
16/02815/HMOLIC,94 Walton Street Oxford Oxfordshire OX2 6EB,6,6,18-Jul-17,17-Jul-18
17/01907/HMOADS,18 Bulan Road Oxford Oxfordshire OX3 7HT,10,6,18-Jul-17,17-Jul-18
17/01906/HMOLIC,30 Bartlemas Road Oxford Oxfordshire OX4 1XX,6,,18-Jul-17,17-Jul-18
16/03143/HMOADS,128 Cricket Road Oxford Oxfordshire OX4 3DL,5,,18-Jul-16,17-Jul-18
16/03605/HMOADL,20 Belvedere Road Oxford Oxfordshire OX4 2AZ,5,,18-Jul-17,17-Jul-18
16/02066/HMOADL,60 Grays Road Oxford Oxfordshire OX3 7PY,5,,17-Jul-16,17-Jul-18
17/02036/HMOADL,132 Divinity Road Oxford OX4 1LW,5,5,18-Jul-17,17-Jul-18
16/03519/HMOLIC,14 Salford Road Marston Oxford OX3 0RX,7,7,17-Jul-17,17-Jul-18
16/03465/HMOADL,116 Cricket Road Oxford Oxfordshire OX4 3DL,8,,17-Jul-17,17-Jul-18
16/04493/HMOLIC,31 St Leonard's Road Oxford Oxfordshire OX3 8AD,5,5,17-Oct-16,17-Jul-18
16/03520/HMOLIC,41 Stanley Road Oxford Oxfordshire OX4 1QY,4,,18-Jul-17,18-Jul-18
16/03538/HMOADS,10 Shelley Road Oxford Oxfordshire OX4 3EA,4,,18-Jul-17,18-Jul-18
17/01983/HMOADL,14 Henley Street Oxford Oxfordshire OX4 1ER,5,5,19-Jul-17,18-Jul-18
16/03552/HMOADL,4 Boundary Brook Road Oxford Oxfordshire OX4 4AN,5,5,18-Jul-17,18-Jul-18
16/03326/HMOADL,24 Beauchamp Lane Oxford Oxfordshire OX4 3LF,4,,19-Jul-17,18-Jul-18
17/02039/HMOLIC,162 Divinity Road Oxford Oxfordshire OX4 1LR,7,,19-Jul-17,18-Jul-18
17/01687/HMOADS,1A Hayfield Road Oxford Oxfordshire OX2 6TX,4,,19-Jul-17,18-Jul-18
16/02876/HMOLIC,7 Western Road Oxford Oxfordshire OX1 4LF,6,6,19-Jul-17,18-Jul-18
17/02020/HMOLIC,2 Divinity Road Oxford Oxfordshire OX4 1LJ,6,6,19-Jul-17,18-Jul-18
16/03809/HMOADS,313 Iffley Road Oxford Oxfordshire OX4 4AG,4,4,19-Jul-17,18-Jul-18
16/03701/HMOADL,22 Charles Street Oxford Oxfordshire OX4 3AS,4,4,19-Jul-17,18-Jul-18
16/03706/HMOADL,86 Bennett Crescent Oxford Oxfordshire OX4 2UW,5,4,19-Jul-17,18-Jul-18
16/03877/HMOLIC,4 St Mary's Road Oxford Oxfordshire OX4 1PX,6,5,10-Sep-16,19-Jul-18
16/03876/HMOADS,1 St Barnabas Street Oxford Oxfordshire OX2 6BG,3,,10-Sep-16,19-Jul-18
16/03666/HMOADS,Flat 207 Cowley Road Oxford Oxfordshire OX4 1XF,4,,28-Aug-16,19-Jul-18
16/03664/HMOLIC,3 Brock Grove Oxford Oxfordshire OX2 0FD,5,,28-Aug-16,19-Jul-18
16/04797/HMOADS,24 Princes Street Oxford Oxfordshire OX4 1DD,3,,20-Jul-17,19-Jul-18
16/03658/HMOLIC,64 Cowley Road Oxford Oxfordshire OX4 1JB,5,10,19-Jul-17,19-Jul-18
17/02255/HMOADS,77 Long Lane Oxford Oxfordshire OX4 3TN,4,,20-Jul-17,19-Jul-18
16/03632/HMOLIC,58 Abingdon Road Oxford Oxfordshire OX1 4PE,6,6,27-Aug-16,19-Jul-18
16/03811/HMOADL,289 Cowley Road Oxford Oxfordshire OX4 2AQ,6,6,06-Sep-16,19-Jul-18
16/05285/HMOLIC,117 Divinity Road Oxford OX4 1LW,7,,20-Jul-17,19-Jul-18
16/03304/HMOADS,9 Bartlemas Road Oxford Oxfordshire OX4 1XU,4,4,27-Jul-16,19-Jul-18
16/02850/HMOLIC,41 Boundary Brook Road Oxford OX4 4AL,5,5,02-Jul-16,19-Jul-18
16/03545/HMOADS,86 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,,11-Aug-16,20-Jul-18
16/03448/HMOADL,28 Rymers Lane Oxford Oxfordshire OX4 3LB,5,,10-Aug-16,20-Jul-18
16/03210/HMOADL,31 Hurst Street Oxford Oxfordshire OX4 1HA,5,5,21-Jul-16,20-Jul-18
17/00470/HMOLIC,15 St Clement's Street Oxford Oxfordshire OX4 1AB,9,,21-Jul-17,20-Jul-18
16/04414/HMOLIC,34 Divinity Road Oxford Oxfordshire OX4 1LJ,5,5,26-Oct-16,20-Jul-18
16/03187/HMOADL,5 Bartlemas Road Oxford Oxfordshire OX4 1XU,6,6,21-Jul-16,21-Jul-18
17/01507/HMOADL,13 Littlehay Road Oxford Oxfordshire OX4 3EG,5,,21-Jul-16,21-Jul-18
16/03177/HMOADS,9 Oxford Road Cowley Oxford Oxfordshire OX4 2EN,3,,21-Jul-16,21-Jul-18
17/02074/HMOADL,36 Temple Road Oxford Oxfordshire OX4 2HB,5,,22-Jul-17,21-Jul-18
16/02888/HMOADL,29 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,21-Jul-16,21-Jul-18
17/02034/HMOADL,32A Marston Street Oxford Oxfordshire OX4 1JU,6,,22-Jul-17,21-Jul-18
16/03188/HMOADL,13 Western Road Oxford Oxfordshire OX1 4LF,5,4,22-Jul-16,22-Jul-18
17/01912/HMOADL,29 Broad Oak Oxford Oxfordshire OX3 8TS,6,5,23-Jul-17,22-Jul-18
16/03243/HMOLIC,7 Horwood Close Oxford Oxfordshire OX3 7RF,6,,22-Jul-16,22-Jul-18
17/02013/HMOADS,220 Hollow Way Oxford Oxfordshire OX4 2PR,4,4,23-Jul-17,22-Jul-18
16/05556/HMOADS,318 Cowley Road Oxford Oxfordshire OX4 2AF,4,4,22-Jul-16,22-Jul-18
17/02040/HMOADS,37 Peat Moors Oxford Oxfordshire OX3 7HS,4,,23-Jul-17,22-Jul-18
16/03287/HMOLIC,22 Harcourt Terrace Oxford Oxfordshire OX3 7QF,6,6,23-Jul-16,23-Jul-18
16/02072/HMOADS,69 James Street Oxford Oxfordshire OX4 1EX,3,3,23-Jul-16,23-Jul-18
16/03290/HMOADS,22A Walton Crescent Oxford Oxfordshire OX1 2JG,3,,24-Jul-16,23-Jul-18
16/02074/HMOADL,Flat 1 85 Gipsy Lane Oxford Oxfordshire OX3 7PU,3,3,23-Jul-16,23-Jul-18
16/05738/HMOADL,79 Hugh Allen Crescent Oxford Oxfordshire OX3 0HL,5,5,23-Jan-17,23-Jul-18
16/03607/HMOADS,Church Flat Wesley Memorial Hall New Inn Hall Street Oxford Oxfordshire OX1 2DH,3,3,25-Jul-17,24-Jul-18
16/03969/HMOADL,36 Bartlemas Road Oxford Oxfordshire OX4 1XX,6,,23-Sep-16,24-Jul-18
16/05909/HMOADL,7 Old Road Headington Oxford OX3 7JY,6,6,24-Jul-16,24-Jul-18
17/02024/HMOADS,19 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,25-Jul-17,24-Jul-18
16/03873/HMOADS,2 Flexney Place Oxford Oxfordshire OX3 7NN,4,,10-Sep-16,24-Jul-18
17/02078/HMOLIC,16 Stephen Road Headington Oxford OX3 9AY,10,9,25-Jul-17,24-Jul-18
17/02082/HMOLIC,80 Botley Road Oxford Oxfordshire OX2 0BU,6,6,25-Jul-17,24-Jul-18
16/03968/HMOADS,44B Catherine Street Oxford Oxfordshire OX4 3AH,4,3,25-Jul-17,24-Jul-18
16/03881/HMOADL,12 James Street Oxford Oxfordshire OX4 1ET,4,4,10-Sep-16,24-Jul-18
17/02174/HMOADS,2 Doyley Road Oxford Oxfordshire OX2 0BG,3,,25-Jul-17,24-Jul-18
17/01502/HMOADS,278 Banbury Road Oxford Oxfordshire OX2 7ED,4,4,23-Jun-17,24-Jul-18
16/03275/HMOADS,26 St Martin's Road Oxford Oxfordshire OX4 4RS,4,4,25-Jul-16,24-Jul-18
16/01788/HMOADS,55 Oxford Road Cowley Oxford Oxfordshire OX4 2ER,4,4,25-May-16,25-Jul-18
17/02418/HMOADS,20 Mill Street Oxford Oxfordshire OX2 0AJ,3,,26-Jul-17,25-Jul-18
17/02417/HMOADL,74 Mill Street Oxford Oxfordshire OX2 0AL,5,,26-Jul-17,25-Jul-18
16/03729/HMOADL,8 Kennedy Close Oxford Oxfordshire OX4 2UH,5,5,26-Jul-17,25-Jul-18
16/04061/HMOADS,343 Iffley Road Oxford Oxfordshire OX4 4DP,4,,27-Sep-16,25-Jul-18
17/02122/HMOADL,58 Princes Street Oxford Oxfordshire OX4 1DE,3,3,26-Jul-17,25-Jul-18
17/02117/HMOADL,145 Hollow Way Oxford Oxfordshire OX4 2NE,5,5,26-Jul-17,25-Jul-18
16/03264/HMOADL,74A Botley Road Oxford Oxfordshire OX2 0BU,3,,25-Jul-16,25-Jul-18
17/02083/HMOADL,54 Bullingdon Road Oxford OX4 1QJ,4,4,26-Jul-17,25-Jul-18
17/01571/HMOADL,5 Cranham Terrace Oxford Oxfordshire OX2 6DG,3,3,26-Jul-17,25-Jul-18
17/01354/HMOADS,1A James Wolfe Road Oxford Oxfordshire OX4 2PY,4,,26-Jul-17,25-Jul-18
16/03710/HMOLIC,8 Golden Road Oxford Oxfordshire OX4 3AR,5,,04-Sep-16,25-Jul-18
17/02084/HMOADL,90 St Clements Street Oxford Oxfordshire OX4 1AR,4,4,27-Jul-17,26-Jul-18
17/05296/HMOADL,52 Southfield Road Oxford Oxfordshire OX4 1NZ,5,4,27-Jul-17,26-Jul-18
16/02530/HMOLIC,9 Phipps Road Oxford Oxfordshire OX4 3HJ,5,5,27-Jul-16,26-Jul-18
17/02171/HMOADL,130 Headley Way Oxford Oxfordshire OX3 7SY,5,5,28-Jul-17,27-Jul-18
16/02798/HMOADS,96A Cowley Road Oxford Oxfordshire OX4 1JE,4,,27-Jul-16,27-Jul-18
17/02027/HMOLIC,63 Marston Street Oxford Oxfordshire OX4 1JU,6,6,28-Jul-17,27-Jul-18
17/02976/HMOLIC,15 Cowley Road Oxford Oxfordshire OX4 1HP,5,6,27-Jul-17,27-Jul-18
17/02344/HMOADS,30 Ferry Road Oxford Marston Oxfordshire OX3 0ET,5,,26-Jul-17,27-Jul-18
